Unique_ID,Shape_Leng,Shape_Area,ADM3_EN,ADM3_PCODE,ADM3ALT1EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,Average Travel Time(minutes) ,pop_density(people per sq.km),BioClim_1,BioClim_2,BioClim_3,BioClim_4,BioClim_5,BioClim_6,BioClim_7,BioClim_8,BioClim_9,BioClim_10,BioClim_11,BioClim_12,BioClim_13,BioClim_14,BioClim_15,BioClim_16,BioClim_17,BioClim_18,BioClim_19
77,1.590209226,0.071174376,Awra (TG),ET010507,.,Western,ET0105,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,858.9359105,40.63337154,25.42931662,28.07611666,23.51088338,766.175,225.075,0.1,130.7595821,561.75,1.05,67.4,555.2,14.51933331,67.15969772,187.9633884,36.81350007,15.19110014,21.6223999,24.46014991,24.75688319
78,1.115664144,0.040472237,Korarit,ET010508,.,Western,ET0105,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,873.4061372,57.4536209,26.91390959,30.14822245,24.80397216,654.7916667,199.0833333,1.166666667,130.9514834,480.4583333,3.833333333,57.5,478.25,14.9214584,65.43846639,230.4891059,39.43016688,16.62833333,22.80183355,25.98711109,25.8718609
79,0.167923173,0.001230155,May Gaba,ET010509,.,Western,ET0105,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,869.1764706,188.6063275,26.91083336,30.25200081,24.80066681,657,199,2,128.6854248,477,6,62,473,14.94966698,64.89697266,238.5353546,39.54399872,16.50799942,23.0359993,26.04599953,25.83466721
80,1.381069356,0.049678068,Saharti,ET010601,.,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,1045.467742,94.89748623,21.31727587,23.36880454,19.9494252,673.5172414,193.2413793,7.482758621,115.277852,443.2068966,29.06896552,137.4827586,113.6896552,15.00926435,75.50446977,150.395482,31.30634466,11.43075869,19.87558602,20.25882754,19.97131019
81,3.845882438,0.11689403,Enderta,ET010602,.,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,980.5298879,95.69686015,19.17013756,21.22351326,17.43020097,652.3809524,190.8095238,7.095238095,115.6492364,424.1904762,29.28571429,131.3968254,29.28571429,15.17749205,72.7022986,151.9705312,29.74425401,8.857333365,20.88692051,19.00794707,17.43020097
82,2.164878527,0.075080665,Hintalo,ET010603,.,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,1042.516441,118.2682861,19.37005815,21.38333334,17.63776735,684.7906977,194.9767442,7.093023256,109.6474308,430.3953488,32.8372093,146.1860465,32.8372093,15.36692247,72.68076591,148.5944235,30.15506979,9.01097678,21.14409296,19.42775194,17.63776735
83,1.574773325,0.036514994,Degua Temben,ET010604,.,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,992.9304175,207.8867263,18.08444447,20.10625913,16.56925927,668.7222222,204.1111111,3.611111111,122.6110433,457.8333333,16.72222222,139.1111111,16.83333333,15.08300002,75.03467263,146.1952888,27.99311087,7.890222311,20.10288853,17.45440722,16.60859251
84,0.117696648,0.000436972,Hagere Selam town,ET010605,.,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,947.2,1296.720723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1.913621947,0.092061448,Samre,ET010606,.,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,1117.028324,130.263724,22.11424671,24.1432666,20.67175991,695.92,194.8,8.3,110.9320282,447.18,30.82,146.88,30.82,14.80401333,75.52042175,143.8152545,31.93696014,12.33464005,19.60232014,21.36257332,20.67175991
86,0.158179911,0.001353779,Adigudom,ET010607,.,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,926.2105263,617.5884354,19.66950035,21.69533348,17.99866676,669,198,6,115.7670975,435,28,137,28,15.97900009,73.33853149,145.1081238,30.88400078,9.095999718,21.78800201,19.54066658,17.99866676
87,1.378564906,0.073190875,Wajirat,ET010608,.,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,1047.287698,92.27490113,19.3178416,21.41289995,17.26110005,702.7,187.2,11.025,97.76566792,409.275,45.6,239.7,46.3,14.60688334,69.42261982,170.0897007,30.20729995,9.175700039,21.03159986,20.10791662,17.26338348
88,1.471642053,0.043707969,Mekelle,ET010701,.,Mekelle,ET0107,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,922.8985025,803.1523054,19.54351917,21.61017968,17.88387181,645.4615385,191.3461538,7.115384615,118.3478267,426.1538462,28.65384615,126,28.65384615,15.13501285,72.94692201,148.9033596,30.06523066,9.307999996,20.75723061,19.15948714,17.88387181
89,3.916061032,0.395825897,Dubti,ET020101,.,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1173.41996,16.16831336,27.96594467,32.01050909,24.20654845,250.8772727,59.29545455,4.686363636,79.03234062,129.2136364,21.40909091,113.8772727,27.4,9.954201544,53.29393087,319.3484686,38.16381832,19.50223632,18.661582,31.47076064,25.6999908
90,4.221334322,0.905840187,Elidar,ET020102,.,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1212.925323,6.933275193,28.30002384,32.35085985,24.33071631,175.3822938,37.51710262,4.052313883,62.27712495,84.84104628,24.722334,70.51509054,28.00402414,9.560944993,52.11063258,328.2388987,37.95125962,19.60358953,18.34767009,31.88339639,27.83865728
91,2.809432955,0.134843021,Asayita,ET020103,.,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1175.434968,40.33221285,28.52535113,32.80335108,24.44100444,165.5733333,44.06666667,1.333333333,82.77795614,90.22666667,13.04,74.21333333,14.18666667,9.002088826,48.67564173,343.7302653,38.60143977,20.13669317,18.4647466,32.18303996,25.04728002
92,1.929011985,0.141589196,Afambo,ET020104,.,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1377.490256,20.86965732,28.32013373,32.45673253,24.17005758,176.1604938,48.01234568,2.098765432,88.13096741,101.7283951,13.14814815,83.72839506,16.60493827,8.419592551,46.99121781,343.7457351,37.85654308,20.01758011,17.83896296,31.83100399,25.88371178
93,2.676398655,0.183844676,Mile,ET020105,.,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1040.562598,28.87183227,27.16606771,31.11738619,23.50397372,325.990099,76.83168317,5.594059406,81.95767529,167.8316832,22.11881188,148.039604,36.0990099,10.18194388,54.42855544,312.6895151,37.31211879,18.61924749,18.6928713,30.52299027,24.99846211
94,2.144614927,0.123194281,Chifra,ET020106,.,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,954.956166,56.77483509,25.35079403,28.62337267,22.20037253,535.7794118,114.7794118,12.60294118,76.64794215,266.7352941,40.13235294,238.5147059,67.41176471,11.82198032,60.52222919,264.7995855,35.68276478,16.16258818,19.52017658,27.99459805,23.31048034
95,0.104470155,0.000560746,Dubti town,ET020107,.,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,972.4285714,254.6006508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,2.364395108,0.238499882,Kori,ET020108,.,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1267.443,10.37553271,27.76117805,31.39963131,24.21324244,267.8106061,57.15909091,7.340909091,66.33765067,127.5606061,31.93939394,113.1742424,42.16666667,9.894320697,55.40252373,292.6193408,37.33348474,19.47984849,17.85363625,30.92064644,26.23418689
97,2.129854508,0.193802926,Adar,ET020109,Adaar,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1037.628667,37.37174295,26.13178091,29.6398704,22.77219755,445.8425926,97.44444444,9.62037037,76.63590177,219.6296296,31.67592593,193.7037037,58.23148148,11.06799376,57.21791635,283.8263674,36.40081483,17.06488891,19.33592591,28.97343205,23.98005556
98,3.680285325,0.371602829,Gerani,ET020110,.,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1437.570738,15.68908513,27.7245545,31.79001266,23.80419277,239.2606635,62.18483412,2.317535545,85.71395364,129.985782,15.56398104,110.3601896,21.77725118,9.534736141,51.07265086,330.2396952,37.81802847,19.16096679,18.65706168,31.14485611,25.36484683
99,0.373936518,0.004162655,Asayita town,ET020111,.,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1046.8,159.7340045,28.34550031,32.7188886,24.30377833,150.6666667,39.66666667,1,80.22756195,78.66666667,12,64.33333333,12,8.274777412,46.0349261,343.5889282,38.31733322,20.34800021,17.96933301,32.08000056,24.30377833
100,0.387761165,0.006287038,Samera Logiya town,ET020198,.,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,967.5057471,110.8811015,28.3172226,32.50088755,24.48355548,217.6666667,54,2.666666667,85.04112752,116,15.66666667,102.3333333,18.66666667,9.520888964,51.81783549,328.842336,38.35999934,19.98933283,18.3706665,31.97577794,26.18799973
101,2.808452874,0.217873809,Erebti,ET020201,.,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1270.173826,26.35675283,26.40434581,28.77289453,23.72133884,455.1833333,86.00833333,16.75,58.43749793,198.4083333,64.99166667,140.9,90.48333333,11.43845836,64.66352256,209.4298807,35.54986672,17.86789992,17.6819668,28.10823334,25.26506116
102,0.968627474,0.029228446,Kunneba,ET020202,.,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1028.992556,160.2569257,22.65355543,24.64600016,20.45542234,667.9333333,104.2,20.46666667,46.91484604,240,101.3333333,103.1333333,165.8666667,12.07737789,68.57708944,164.6598928,31.52186673,13.91466662,17.60720024,22.44760017,24.11093356
103,2.034156569,0.080342819,Abaala,ET020203,Aba Ala,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1071.302536,42.00353723,22.98759431,24.98369582,20.79705786,613.8913043,136.8913043,21.52173913,75.11869273,306.6956522,75.13043478,129.5652174,80.91304348,12.94550719,68.40457933,168.7297387,32.66965207,13.75834786,18.91130418,23.68681165,21.59685496
104,1.767050288,0.093964147,Megale,ET020204,.,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1305.735429,43.2135135,23.83412666,26.11361343,21.3811866,633,149.34,17.32,82.79569366,339.24,56.04,219.7,71.7,12.56449335,66.37506744,193.7370966,33.7145599,14.80944004,18.90511986,25.26666668,21.89092014
105,2.902650742,0.243900431,Berahile,ET020205,.,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1158.331541,25.65589365,26.73465805,28.83331854,24.20947654,388.9777778,56.94074074,9.407407407,46.55965571,143.8518519,51.47407407,67.3037037,119.6666667,10.8707333,66.08549692,192.0626367,35.05374818,18.61979266,16.43395552,25.30157522,28.53597527
106,2.645649694,0.186989943,Dalol,ET020206,.,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1137.552034,38.71126903,24.78219501,26.82287416,22.36976094,462.3207547,68.14150943,10.02830189,50.73152693,183.6320755,56.60377358,69.43396226,146.0754717,11.11937732,66.97157795,182.5979682,33.13766033,16.5612452,16.57641517,22.78976093,26.29218246
107,4.354701914,1.04330736,Afdera,ET020207,.,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1497.924217,10.22826944,28.98832305,31.67747702,25.99142875,236.7473498,34.1819788,4.21024735,44.84087365,85.12720848,30.15194346,65.05830389,78.14310954,10.22690751,62.05596147,233.4342139,37.50815551,21.02804946,16.48010604,28.10440161,30.65605066
108,4.19842841,0.582091753,Bidu,ET020208,.,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1467.662603,3.694852802,29.26936347,32.69507085,25.77424761,179.3555556,30.80634921,3.4,47.82499442,70.2,26.08571429,61.08888889,44.43174603,10.35971532,57.49835646,280.9481769,38.7208506,20.71140313,18.00944747,32.30600842,30.7249651
109,0.631023176,0.015789541,Abaala town,ET020209,Aba Ala,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,974.8545455,125.4823311,22.1122382,24.12761933,20.06999997,641.7142857,157,20.42857143,86.39978354,348,66.42857143,123.5714286,66.85714286,13.84409537,70.12060547,159.6709551,32.225714,12.48228564,19.74342809,22.48923819,20.29923793
110,1.78229711,0.05302354,Amibara,ET020301,.,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1124.966125,48.73361761,25.97477012,28.47204583,23.00924156,592.862069,122,5.034482759,72.19641718,289.8965517,37.31034483,207.5172414,37.5862069,15.37931044,66.15722538,221.5430314,37.32648284,14.10413795,23.22234489,27.07542525,23.25834491
111,1.615319165,0.083474545,Awash,ET020302,.,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1127.6929,39.33758094,25.35144205,27.72533338,22.53084062,617.5652174,137.8695652,4.847826087,75.5276398,311.9782609,37.15217391,221.4130435,37.73913043,15.32672463,67.07474136,210.1550509,36.62426111,13.77469569,22.84956551,26.33133353,22.9658697
112,5.318352549,0.715173489,Gewane,ET020303,.,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1196.487413,6.021503461,25.7156088,28.84167486,22.42296387,433.4039409,109.6280788,6.007389163,84.90333702,231.226601,23.22906404,147.2684729,33.87684729,11.79049172,57.57815576,267.2131568,36.26663059,15.82604925,20.44058127,27.92693267,23.32285383
113,2.149363415,0.122009443,Dulecha,ET020304,.,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1249.686436,28.08924083,24.89022216,27.30676322,22.08454104,625.1594203,133.057971,6.855072464,75.99404509,317.4347826,39.76811594,201.4347826,42.27536232,14.40651203,65.03404634,211.0741845,35.92336234,13.7710724,22.15228993,25.86705327,22.71210635
114,1.56005829,0.065372726,Gelalu,ET020305,.,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1172.088428,36.82346313,25.05790945,27.84476198,21.92657144,463.7714286,113.5428571,7.485714286,81.56249237,236.6571429,24.77142857,130.2857143,31.14285714,11.59572381,57.20943854,244.5159467,35.24594323,15.03165716,20.21428599,26.85525703,22.74739031
115,1.472590761,0.030329387,Arguba,ET020306,.,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1408.037647,62.09405383,21.6250627,23.61137497,19.46295822,787.75,186.625,5.4375,87.91731215,447.5625,41.0625,173.9375,41.0625,13.83962518,68.73118258,163.3462162,31.70324981,11.55999994,20.14324987,22.01541674,19.46295822
116,2.612821882,0.232663108,Hanruka,ET020307,.,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1198.109471,17.59475647,25.57372265,28.1780521,22.54344791,577.375,127.7578125,5.2890625,77.25725931,292.90625,33.6171875,187,34.0625,14.26345049,63.50002873,229.4919907,36.6547187,14.20906254,22.44565611,26.83561976,22.75214061
117,0.145335709,0.000968467,Awash town,ET020396,.,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1060.615385,526.4296922,25.72216606,28.10666656,22.87133408,619,133,4,72.64948273,306,37,228,37,15.9489994,68.05342102,211.9207306,37.14799881,13.71199989,23.43599892,26.73600006,22.87133408
118,2.545828252,0.190347331,Awra (AF),ET020401,.,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1242.034848,25.56814813,26.31723675,29.61107789,23.15022429,463.9906542,100.7663551,11.63551402,76.5606405,234.1962617,37.24299065,212.5420561,60.12149533,11.65185669,61.20111084,264.6697634,36.46871046,17.43753271,19.03117779,29.05895952,24.39881626
119,1.792129128,0.119813299,Euwa,ET020402,.,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1105.013301,50.77088567,25.41223282,28.56039202,22.37639211,543.8970588,117.7941176,12.89705882,77.77309552,276.0147059,40.97058824,249.3235294,67.66176471,12.13854404,62.15676487,254.6706426,35.77705877,16.2604707,19.51658804,27.96621558,23.4847156
120,3.272296807,0.481956489,Teru,ET020403,.,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1533.559419,22.33155796,27.76415163,30.91697124,24.60023723,355.4569288,70.59550562,11.13108614,64.20183392,163.3745318,40.76404494,149.0524345,62.15730337,10.80434333,60.28681589,257.6090132,37.29210481,19.38785017,17.90425465,30.38560798,25.96745566
121,1.185442261,0.063531712,Yalo,ET020404,.,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1202.587302,39.25606606,24.93372852,27.37969524,22.3296572,616.1428571,140.1714286,13.88571429,82.24356123,330.9142857,46,265.4,71.34285714,12.05879053,65.28224945,208.6485814,34.60365731,16.13862855,18.46502887,26.77087604,23.18356198
122,1.431166315,0.070347205,Gulina,ET020405,.,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1080.99177,66.93347282,25.46604945,28.19050449,22.67909916,584.6756757,127.7297297,13.59459459,78.80116726,304.4864865,43.2972973,280.6756757,72.02702703,12.25101801,64.80787813,227.3320576,35.37340556,16.47102699,18.90237855,27.65708104,23.71753157
123,1.500463964,0.09140022,Telalek,ET020501,.,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1155.297255,43.83151572,25.38673078,28.57821787,22.19048713,504.9038462,109.1730769,10.61538462,74.30918312,244.9230769,36.42307692,196.9423077,60.63461538,11.31525639,57.70574643,265.5967307,35.60700006,16.00107696,19.60592314,27.82432061,23.19084615
124,2.278895886,0.119109419,Samurobi,ET020502,Samurobi Gelealo,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1170.446526,34.00815634,24.12561285,26.64372292,21.28754862,631.4,139.3692308,9.076923077,77.70785863,325.2307692,41.23076923,203.1692308,45.32307692,13.36215885,62.5521985,216.2970731,34.86830761,13.51187693,21.35643073,25.24916919,21.93671802
125,1.465213553,0.061948335,Dawe,ET020503,.,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1154.792102,64.95337318,24.39794429,27.3766667,21.30631484,578.6111111,129.7222222,11.52777778,76.56368489,292.5277778,41.69444444,190.3055556,52.52777778,11.76279619,58.3896816,250.7249311,34.82955541,14.68766671,20.14188878,26.45579629,22.18324089
126,1.685412435,0.080802523,Dalefage,ET020504,.,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1194.690603,77.73292095,25.29520374,28.21977768,22.17637032,499.3555556,113.1333333,9.244444444,76.16201799,245.8666667,32.6,141.7777778,43.15555556,12.27308886,59.22075161,250.7488875,35.92213338,15.20942224,20.71271112,27.29293323,23.04934815
127,1.768621407,0.10376792,Hadelela,ET020505,.,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,09/12/2021,14/12/2021,1235.424221,37.04522463,24.42051516,27.19873945,21.39183027,572.3272727,131.1454545,10.07272727,77.71774902,290.5818182,36.96363636,168.2363636,45.52727273,12.60261813,60.17140115,236.4336245,35.09519986,14.15752726,20.9376727,26.02084857,22.18161208
128,2.666755183,0.122448584,Addi Arekay,ET030101,.,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,837.9273908,108.6409847,21.56670703,24.27206669,19.84250479,783.7857143,237.4714286,2.514285714,126.3745827,558.3857143,8.614285714,103.3857143,467.8571429,14.67377618,68.97637929,193.3469882,33.01028568,11.69485714,21.31542857,20.83823809,20.75979048
129,1.91771455,0.080763291,Beyeda,ET030102,.,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,1251.90868,114.2974363,12.86473412,14.54350789,11.49914283,887.6428571,265.5238095,3.333333333,122.4065926,607.5238095,12.83333333,207.0714286,76.73809524,16.15275406,78.77930196,124.8365747,22.79619049,2.305333329,20.49085722,13.06382549,11.98182537
130,2.439808848,0.108073842,Janamora,ET030103,.,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,934.6061828,157.6066496,13.08147952,14.64821046,11.86274849,923.7192982,279.0701754,3.350877193,123.6206735,639.9298246,11.52631579,215.6140351,75.49122807,16.57382456,79.52464428,114.8541933,23.21894739,2.381614029,20.83733338,13.15999998,12.43504102
131,2.780845062,0.103947228,Debark,ET030104,.,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,960.9103013,138.1082722,19.26752055,21.54127476,17.7406783,863.2631579,259.6140351,1.771929825,125.6714506,612.8245614,7.228070175,137.5438596,391.1403509,15.3400936,72.19762354,162.9184163,30.40245615,9.140280652,21.26217531,18.71226908,18.61616376
132,2.019848268,0.090816878,Dabat,ET030105,.,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,920.0472378,167.7621269,19.8610109,22.06368119,18.39582611,886.326087,263.3043478,1.869565217,124.6440498,627.5434783,8.391304348,133.9565217,421.4347826,15.70678991,72.59467216,156.9579969,31.0903482,9.449652112,21.64069607,19.25181163,19.29244923
133,0.104149497,0.000397318,Dabat town,ET030106,.,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,652,3653.64268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,2.190962214,0.064775657,Telemt,ET030119,.,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,1092.010011,126.2126864,18.42899119,20.48001741,17.03894744,763.1842105,236.5,3.552631579,126.0759159,538.4210526,12.44736842,146,216.0526316,15.0600525,75.21903389,150.7316511,28.59884202,8.578526299,20.02031557,17.89798252,17.53403507
135,0.103930584,0.000471714,Debark town,ET030198,.,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,667.75,1842.734558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,2.460497981,0.134172507,Ebenat,ET030201,.,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,09/12/2021,14/12/2021,980.9364909,133.1328151,19.62406767,21.28470271,18.46454055,949.3378378,274.0945946,7.297297297,117.5654846,639.027027,23.55405405,144.2567568,508.972973,16.25691892,78.90839221,123.9947179,30.18724328,9.585081126,20.60216223,19.04846859,19.37739634
